respondent_id,year,age,gender,ses,AC1_commitment,AC2_check_expected5,AC3_check_expected1,FS1,EC2,PT3,EC4,FS5,PD6,FS7,PT8,EC9,PD10,PT11,FS12,PD13,EC14,PT15,FS16,PD17,EC18,PD19,EC20,PT21,EC22,FS23,PD24,PT25,FS26,PD27,PT28,FS_mean,PT_mean,EC_mean,PD_mean,IRI_total,attention_fail_count,included_after_qc,cluster
340,2023,19.0,Hombre,2.0,,,,4,4,3,4,3,2,3,4,3,2,4,3,3,3,5,2,2,4,3,3,4,3,2,2,4,3,2,3,2.857142857142857,3.857142857142857,3.4285714285714284,2.2857142857142856,3.1071428571428568,0,True,1
341,2023,18.0,Mujer,2.0,,,,2,4,4,4,1,2,5,3,2,3,2,1,4,4,5,2,3,5,3,4,4,3,2,3,2,2,1,3,2.142857142857143,3.2857142857142856,3.7142857142857135,2.7142857142857144,2.9642857142857144,0,True,1
342,2023,22.0,Hombre,2.0,,,,2,3,3,4,3,3,3,4,4,3,3,3,4,3,2,3,3,4,2,2,3,2,3,2,2,3,2,3,2.857142857142857,2.857142857142857,3.142857142857143,2.7142857142857144,2.8928571428571432,0,True,1
343,2023,20.0,Mujer,2.0,,,,3,3,4,4,1,2,4,5,4,2,5,4,2,3,4,1,2,5,3,2,5,4,3,2,3,2,2,4,2.571428571428572,4.285714285714286,3.571428571428572,2.142857142857143,3.142857142857143,0,True,2
344,2023,18.0,Hombre,4.0,,,,3,5,1,3,4,5,4,4,5,5,3,3,4,1,4,4,5,3,2,5,3,5,3,2,3,3,5,4,3.4285714285714284,3.142857142857143,3.857142857142857,4.0,3.607142857142857,0,True,2
345,2023,18.0,Hombre,3.0,,,,2,4,3,2,3,4,3,5,3,3,1,4,2,4,5,1,2,5,3,4,4,4,2,2,2,3,2,3,2.571428571428572,3.2857142857142856,3.7142857142857135,2.571428571428572,3.035714285714286,0,True,1
346,2023,18.0,Mujer,3.0,,,,5,5,5,5,4,4,3,5,4,3,5,5,4,5,5,4,4,5,3,5,5,4,4,2,5,5,2,5,4.285714285714286,5.0,4.714285714285714,3.142857142857143,4.285714285714286,0,True,2
347,2023,18.0,Mujer,2.0,,,,5,4,4,3,1,2,3,5,4,4,4,2,2,3,3,3,3,4,2,4,3,3,4,2,3,4,2,4,3.142857142857143,3.7142857142857135,3.571428571428572,2.4285714285714284,3.2142857142857144,0,True,1
348,2023,20.0,Hombre,3.0,,,,4,4,5,5,3,1,5,5,3,2,5,3,2,5,3,2,2,5,3,3,4,4,3,2,4,3,2,3,3.2857142857142856,4.142857142857143,4.142857142857143,2.0,3.3928571428571432,0,True,2
349,2023,18.0,Hombre,2.0,,,,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3.0,3.2857142857142856,3.142857142857143,3.0,3.107142857142857,0,True,1
350,2023,20.0,Mujer,2.0,,,,5,4,5,5,3,3,4,4,5,4,5,5,3,5,5,4,3,5,2,4,5,4,4,2,4,5,1,4,4.285714285714286,4.571428571428571,4.571428571428571,2.571428571428572,4.0,0,True,2
351,2023,18.0,Hombre,2.0,,,,4,3,4,4,3,3,4,4,2,2,3,3,3,3,4,3,3,4,3,2,3,3,4,3,3,3,2,3,3.4285714285714284,3.4285714285714284,3.0,2.7142857142857144,3.1428571428571432,0,True,1
352,2023,19.0,Hombre,1.0,,,,4,4,3,3,2,3,2,4,5,3,5,2,1,3,2,2,2,4,2,5,4,5,4,2,3,4,2,4,2.857142857142857,3.571428571428572,4.142857142857143,2.142857142857143,3.178571428571429,0,True,1
353,2023,19.0,Mujer,1.0,,,,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,2,5,2,5,4.857142857142857,4.0,4.857142857142857,4.285714285714286,4.5,0,True,2
354,2023,20.0,Mujer,1.0,,,,3,4,4,4,3,2,3,2,4,4,3,4,1,3,1,2,3,4,1,3,3,2,2,1,2,4,1,3,3.0,2.571428571428572,3.4285714285714284,1.8571428571428568,2.7142857142857144,0,True,1
355,2023,19.0,Hombre,2.0,,,,3,3,1,4,1,2,4,5,2,1,4,4,3,4,5,2,1,4,3,1,4,1,2,2,3,2,2,3,2.571428571428572,3.571428571428572,2.7142857142857144,2.0,2.7142857142857144,0,True,1
356,2023,20.0,Mujer,1.0,,,,4,4,3,5,4,1,3,5,5,2,5,5,3,5,4,4,2,5,2,2,5,4,3,1,5,4,2,5,3.857142857142857,4.571428571428571,4.285714285714286,1.8571428571428568,3.6428571428571432,0,True,2
357,2023,19.0,Hombre,1.0,,,,4,5,5,5,4,1,5,5,4,1,5,2,1,3,1,4,1,5,1,3,5,5,4,1,4,4,2,4,3.857142857142857,4.142857142857143,4.285714285714286,1.1428571428571428,3.3571428571428568,0,True,2
358,2023,18.0,Hombre,3.0,,,,5,4,4,2,3,4,1,5,3,3,4,1,1,2,1,5,4,3,3,4,4,3,3,2,4,5,4,4,3.2857142857142856,3.7142857142857135,3.0,3.0,3.25,0,True,1
359,2023,19.0,Hombre,1.0,,,,3,3,3,3,3,2,3,2,2,2,2,5,2,2,4,4,2,3,2,3,2,3,2,2,2,4,2,3,3.4285714285714284,2.571428571428572,2.7142857142857144,2.0,2.678571428571429,0,True,1
360,2023,18.0,Mujer,3.0,,,,4,3,2,2,4,5,4,4,4,4,2,3,2,3,4,5,4,4,3,3,3,5,4,3,3,4,3,5,4.0,3.2857142857142856,3.4285714285714284,3.4285714285714284,3.5357142857142856,0,True,2
361,2023,19.0,Hombre,1.0,,,,3,5,4,3,2,3,2,4,3,2,4,4,2,4,3,2,3,5,3,1,5,3,2,1,3,4,3,2,2.7142857142857144,3.571428571428572,3.4285714285714284,2.4285714285714284,3.035714285714286,0,True,1
362,2023,23.0,Hombre,2.0,,,,3,5,5,5,5,2,5,5,5,1,5,4,1,5,5,5,2,5,1,2,5,5,5,1,5,5,1,5,4.571428571428571,5.0,4.571428571428571,1.2857142857142858,3.857142857142857,0,True,2
363,2023,18.0,Mujer,2.0,,,,5,3,3,2,4,3,3,3,3,4,4,3,3,3,2,4,4,3,4,5,3,5,3,4,2,3,2,2,3.571428571428572,2.7142857142857144,3.4285714285714284,3.4285714285714284,3.285714285714286,0,True,2
364,2023,18.0,Hombre,2.0,,,,3,4,5,5,2,2,3,4,4,3,5,3,2,2,2,3,4,5,3,2,4,2,3,1,3,2,1,3,2.7142857142857144,3.7142857142857135,3.4285714285714284,2.2857142857142856,3.0357142857142856,0,True,1
365,2023,24.0,Hombre,2.0,,,,3,5,4,4,3,3,4,4,4,3,4,3,2,4,4,2,2,4,2,3,5,4,4,2,4,3,2,5,3.142857142857143,4.285714285714286,4.0,2.2857142857142856,3.428571428571429,0,True,2
366,2023,19.0,Mujer,4.0,,,,3,4,2,4,3,4,3,4,3,4,3,3,5,2,5,2,4,5,4,3,3,3,2,3,3,4,4,3,2.857142857142857,3.2857142857142856,3.4285714285714284,4.0,3.392857142857143,0,True,2
367,2023,18.0,Hombre,3.0,,,,4,4,4,4,1,2,5,4,3,2,4,3,4,3,4,1,3,4,3,2,4,2,1,2,3,3,2,3,2.571428571428572,3.7142857142857135,3.142857142857143,2.571428571428572,3.0,0,True,1
368,2023,19.0,Mujer,2.0,,,,5,2,5,5,3,1,3,5,5,3,5,5,5,4,5,3,2,5,3,2,5,3,3,1,5,4,1,5,3.7142857142857135,5.0,3.7142857142857135,2.2857142857142856,3.678571428571429,0,True,2
369,2023,20.0,Mujer,3.0,,,,5,3,1,1,5,5,1,5,3,3,3,4,2,3,2,4,3,3,3,3,3,2,3,3,1,4,3,4,3.7142857142857135,2.7142857142857144,2.571428571428572,3.142857142857143,3.0357142857142856,0,True,1
370,2023,18.0,Mujer,2.0,,,,4,5,4,5,1,3,2,4,3,3,3,3,3,5,5,1,3,5,3,3,4,5,2,3,4,2,3,4,2.142857142857143,4.0,4.428571428571429,3.0,3.392857142857143,0,True,2
371,2023,18.0,Hombre,6.0,,,,4,2,4,4,3,4,3,4,2,2,4,4,3,4,4,4,3,4,3,2,3,2,5,2,3,4,1,4,3.857142857142857,3.7142857142857135,2.857142857142857,2.571428571428572,3.25,0,True,1
372,2023,19.0,Hombre,3.0,,,,4,2,3,3,3,2,4,4,3,3,3,3,3,2,4,4,4,3,2,4,4,4,3,2,2,4,1,3,3.571428571428572,3.2857142857142856,3.0,2.4285714285714284,3.071428571428572,0,True,1
373,2023,18.0,Hombre,0.0,,,,3,2,4,3,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.571428571428572,3.2857142857142856,2.857142857142857,2.857142857142857,2.8928571428571432,0,True,1
374,2023,18.0,Hombre,2.0,,,,3,2,3,4,4,3,2,4,3,4,4,3,3,4,4,4,4,4,3,5,3,5,5,2,2,4,2,3,3.571428571428572,3.2857142857142856,3.857142857142857,3.0,3.428571428571429,0,True,2
375,2023,24.0,Hombre,1.0,,,,3,3,3,4,1,2,5,2,2,1,2,4,4,4,4,3,2,3,4,2,3,1,2,2,2,3,3,3,3.0,2.7142857142857144,2.7142857142857144,2.571428571428572,2.75,0,True,1
376,2023,17.0,Hombre,1.0,,,,3,4,3,4,4,3,4,5,2,1,4,4,3,2,5,5,2,5,2,2,5,2,5,2,4,5,1,3,4.285714285714286,4.142857142857143,3.0,2.0,3.357142857142857,0,True,2
377,2023,23.0,Hombre,1.0,,,,3,2,5,3,1,4,3,5,4,3,5,2,2,4,2,1,2,5,1,4,5,5,3,1,5,2,2,5,2.142857142857143,4.571428571428571,3.857142857142857,2.142857142857143,3.1785714285714284,0,True,1
378,2023,20.0,Hombre,2.0,,,,4,3,2,3,4,2,3,4,3,2,3,3,3,2,3,2,1,5,2,2,5,2,2,1,3,1,1,1,2.7142857142857144,3.0,2.857142857142857,1.7142857142857142,2.571428571428571,0,True,1
379,2023,18.0,Hombre,4.0,,,,1,2,5,3,1,2,4,4,2,2,3,5,2,3,3,2,3,4,3,1,2,2,1,1,3,2,1,4,2.2857142857142856,3.4285714285714284,2.4285714285714284,2.0,2.5357142857142856,0,True,1
380,2023,18.0,Hombre,1.0,,,,3,3,5,5,3,1,3,5,5,1,5,3,1,1,5,1,1,5,1,1,5,2,1,1,5,1,1,5,2.142857142857143,5.0,3.142857142857143,1.0,2.821428571428571,0,True,2
381,2023,18.0,Hombre,0.0,,,,2,4,5,4,1,2,1,4,2,1,3,1,4,4,3,2,1,4,3,3,3,2,3,1,3,2,1,4,1.7142857142857142,3.571428571428572,3.2857142857142856,1.8571428571428568,2.607142857142857,0,True,1
382,2023,20.0,Hombre,2.0,,,,4,1,5,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.2857142857142856,2.7142857142857144,2.7142857142857144,2.928571428571429,0,True,1
383,2023,18.0,Hombre,4.0,,,,3,3,4,3,3,3,4,4,3,3,2,3,3,2,5,2,4,4,4,2,4,1,4,2,2,3,1,4,3.142857142857143,3.571428571428572,2.571428571428572,2.857142857142857,3.035714285714286,0,True,1
384,2023,19.0,Hombre,4.0,,,,3,4,4,4,1,2,3,2,4,2,3,3,1,3,1,2,1,5,1,3,4,2,2,1,2,4,2,4,2.571428571428572,2.857142857142857,3.571428571428572,1.4285714285714286,2.607142857142857,0,True,1
385,2023,21.0,Mujer,3.0,,,,3,3,5,5,5,1,4,5,5,3,5,4,1,4,5,1,1,5,3,5,5,5,3,1,2,3,3,5,3.2857142857142856,4.571428571428571,4.571428571428571,1.8571428571428568,3.571428571428571,0,True,2
386,2023,18.0,Mujer,2.0,,,,3,5,5,5,1,3,2,4,3,1,4,2,5,5,5,1,4,5,3,3,5,5,1,3,3,3,1,3,1.8571428571428568,4.142857142857143,4.428571428571429,2.857142857142857,3.321428571428572,0,True,2
387,2023,19.0,Hombre,1.0,,,,4,3,4,4,4,3,4,4,4,4,4,3,4,4,2,4,3,4,3,3,4,4,4,3,4,4,2,4,3.857142857142857,3.7142857142857135,3.7142857142857135,3.142857142857143,3.6071428571428568,0,True,2
388,2023,18.0,Hombre,1.0,,,,4,3,5,3,3,3,2,4,3,2,3,5,2,3,2,2,4,4,2,3,4,1,2,2,2,4,2,3,3.142857142857143,3.2857142857142856,2.857142857142857,2.4285714285714284,2.928571428571429,0,True,1
389,2023,22.0,Mujer,2.0,,,,3,4,5,4,2,3,4,5,4,3,4,5,4,3,4,4,5,5,3,4,5,3,4,2,4,5,3,4,3.857142857142857,4.428571428571429,3.857142857142857,3.2857142857142856,3.8571428571428577,0,True,2
390,2023,18.0,Hombre,4.0,,,,5,2,5,4,1,3,1,5,2,1,5,2,1,3,3,2,2,3,2,2,5,2,1,2,2,4,2,2,2.2857142857142856,3.857142857142857,2.571428571428572,1.8571428571428568,2.642857142857143,0,True,1
391,2023,18.0,Hombre,1.0,,,,2,2,4,4,2,2,4,4,4,2,3,4,2,4,4,3,1,5,3,2,3,2,3,1,2,2,2,4,2.857142857142857,3.4285714285714284,3.2857142857142856,1.8571428571428568,2.857142857142857,0,True,1
392,2023,24.0,Hombre,1.0,,,,2,3,5,5,2,1,4,2,3,3,4,3,3,4,3,3,3,5,4,2,3,3,2,1,3,2,2,4,2.571428571428572,3.4285714285714284,3.571428571428572,2.4285714285714284,3.0,0,True,1
393,2023,27.0,Hombre,1.0,,,,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.857142857142857,3.0,3.0,3.0,2.9642857142857144,0,True,1
394,2023,18.0,Hombre,3.0,,,,3,5,3,4,2,3,3,3,3,3,2,3,3,5,3,3,3,4,3,2,2,2,2,1,1,2,1,1,2.571428571428572,2.142857142857143,3.571428571428572,2.4285714285714284,2.678571428571429,0,True,1
395,2023,18.0,Hombre,1.0,,,,5,4,5,3,1,2,2,5,2,2,4,4,2,4,5,3,2,5,1,1,5,1,3,1,5,4,1,5,3.142857142857143,4.857142857142857,2.857142857142857,1.5714285714285714,3.107142857142857,0,True,2
396,2023,20.0,NR,3.0,,,,5,5,5,5,3,2,3,5,5,3,5,3,2,5,4,2,1,5,2,4,5,5,1,2,3,3,3,5,2.857142857142857,4.571428571428571,4.857142857142857,2.142857142857143,3.6071428571428568,0,True,2
397,2023,18.0,Mujer,3.0,,,,2,4,4,2,3,3,3,4,4,4,5,3,2,3,2,4,4,5,3,4,4,4,4,4,3,4,2,4,3.2857142857142856,3.7142857142857135,3.7142857142857135,3.142857142857143,3.4642857142857144,0,True,2
398,2023,18.0,Hombre,2.0,,,,3,3,5,4,2,2,3,4,3,3,3,3,3,5,5,2,3,5,4,2,4,3,2,2,4,2,2,5,2.4285714285714284,4.285714285714286,3.571428571428572,2.7142857142857144,3.25,0,True,1
399,2023,20.0,Hombre,2.0,,,,4,5,4,4,2,4,1,4,3,2,4,3,2,4,5,2,4,5,2,4,3,2,3,2,3,4,1,5,2.7142857142857144,4.0,3.857142857142857,2.4285714285714284,3.25,0,True,1
400,2023,18.0,Hombre,3.0,,,,1,2,5,3,4,1,4,5,1,1,4,4,2,3,5,3,1,5,4,1,3,1,3,1,3,4,1,4,3.2857142857142856,4.142857142857143,2.2857142857142856,1.5714285714285714,2.821428571428572,0,True,1
401,2023,18.0,Hombre,2.0,,,,1,1,4,5,1,4,2,3,3,1,3,3,2,3,4,1,2,5,4,4,3,4,1,1,1,3,1,3,1.7142857142857142,3.0,3.571428571428572,2.142857142857143,2.607142857142857,0,True,1
402,2023,20.0,Hombre,2.0,,,,4,3,4,5,3,3,2,4,3,3,5,2,3,4,5,2,3,5,2,1,5,3,2,2,4,4,2,5,2.7142857142857144,4.571428571428571,3.4285714285714284,2.571428571428572,3.321428571428571,0,True,1
403,2023,18.0,Mujer,2.0,,,,2,5,3,3,3,2,3,2,3,3,4,4,3,3,4,2,3,5,3,3,3,3,2,2,2,3,2,5,2.7142857142857144,3.2857142857142856,3.571428571428572,2.571428571428572,3.0357142857142856,0,True,1
404,2023,19.0,Hombre,2.0,,,,3,1,3,1,1,3,2,3,3,3,5,5,1,1,5,1,3,1,3,1,1,1,1,1,1,1,1,3,2.0,3.0,1.2857142857142858,2.142857142857143,2.107142857142857,0,True,1
405,2023,19.0,Mujer,2.0,,,,3,5,5,4,2,1,3,4,3,3,4,5,1,4,4,1,1,4,3,2,4,3,2,2,3,3,1,3,2.7142857142857144,3.857142857142857,3.571428571428572,1.7142857142857142,2.964285714285714,0,True,1
406,2023,22.0,Hombre,2.0,,,,2,2,3,3,1,2,4,3,2,2,3,3,4,3,4,2,2,4,3,1,2,2,2,2,2,2,1,2,2.2857142857142856,2.7142857142857144,2.4285714285714284,2.2857142857142856,2.428571428571429,0,True,1
407,2023,19.0,Hombre,1.0,,,,3,4,3,4,2,2,3,3,4,2,4,1,3,3,2,3,3,4,3,2,4,3,2,3,2,2,2,3,2.2857142857142856,3.0,3.4285714285714284,2.571428571428572,2.821428571428571,0,True,1
408,2023,19.0,Hombre,3.0,,,,2,3,4,4,2,2,3,2,3,4,4,3,4,4,5,2,2,4,3,3,4,3,3,2,3,3,3,4,2.571428571428572,3.7142857142857135,3.4285714285714284,2.857142857142857,3.1428571428571432,0,True,1
409,2023,21.0,Hombre,2.0,,,,2,2,3,3,1,3,4,4,4,3,4,3,3,3,2,2,1,5,4,2,3,3,2,2,2,3,1,4,2.4285714285714284,3.142857142857143,3.142857142857143,2.4285714285714284,2.7857142857142856,0,True,1
410,2023,18.0,Mujer,2.0,,,,1,1,3,5,3,1,5,1,1,1,1,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3.0,2.142857142857143,2.571428571428572,2.571428571428572,2.571428571428571,0,True,1
411,2023,18.0,Mujer,2.0,,,,3,3,4,4,3,3,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,4,4,2,2,4,2,2,3.7142857142857135,3.142857142857143,3.571428571428572,2.857142857142857,3.321428571428572,0,True,2
412,2023,19.0,Hombre,1.0,,,,5,4,4,3,4,5,1,4,2,5,4,2,1,2,3,5,5,3,5,4,5,5,3,5,3,4,1,4,3.4285714285714284,3.857142857142857,3.2857142857142856,3.857142857142857,3.607142857142857,0,True,2
413,2023,18.0,Hombre,1.0,,,,4,3,3,4,2,2,3,3,3,2,3,5,3,5,5,2,2,5,4,2,3,2,3,1,3,2,1,3,3.0,3.2857142857142856,3.4285714285714284,2.142857142857143,2.964285714285714,0,True,1
414,2023,19.0,Hombre,2.0,,,,3,2,3,3,1,2,5,3,1,2,4,1,3,1,1,1,4,4,3,5,3,4,1,2,2,1,1,3,1.8571428571428568,2.7142857142857144,2.857142857142857,2.4285714285714284,2.4642857142857144,0,True,1
415,2023,18.0,Mujer,2.0,,,,2,4,3,4,4,2,4,4,5,4,3,3,5,4,4,3,2,5,2,4,5,3,4,1,2,3,1,2,3.2857142857142856,3.2857142857142856,4.142857142857143,2.4285714285714284,3.285714285714286,0,True,1
416,2023,18.0,Mujer,1.0,,,,1,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.7142857142857144,3.0,3.0,3.0,2.928571428571429,0,True,1
417,2023,19.0,Mujer,2.0,,,,2,3,4,3,2,4,3,3,3,3,4,5,2,4,4,2,4,4,4,2,4,2,4,2,3,3,2,4,3.0,3.7142857142857135,3.0,3.0,3.178571428571429,0,True,1
418,2023,18.0,Hombre,2.0,,,,3,5,4,5,4,3,2,4,3,2,4,5,3,4,5,3,3,5,3,4,4,4,4,2,3,4,2,4,3.571428571428572,4.0,4.285714285714286,2.571428571428572,3.607142857142857,0,True,2
419,2023,18.0,Hombre,2.0,,,,3,5,5,5,1,1,4,4,1,1,4,4,4,1,5,1,1,3,1,5,5,2,1,1,2,2,1,4,2.2857142857142856,4.142857142857143,3.142857142857143,1.4285714285714286,2.75,0,True,2
420,2023,18.0,Mujer,2.0,,,,4,3,5,4,3,2,3,4,4,2,4,3,3,5,3,4,3,5,2,5,4,3,4,2,4,5,1,4,3.7142857142857135,4.0,4.142857142857143,2.142857142857143,3.5,0,True,2
421,2023,18.0,Hombre,3.0,,,,5,4,3,3,3,2,3,4,4,3,3,2,4,4,4,1,2,4,2,2,4,2,2,1,1,2,1,3,2.571428571428572,3.142857142857143,3.2857142857142856,2.142857142857143,2.7857142857142856,0,True,1
422,2023,18.0,Hombre,0.0,,,,2,2,4,5,2,3,5,3,3,2,3,5,5,4,3,3,3,5,4,2,3,2,3,2,1,3,2,3,3.2857142857142856,2.857142857142857,3.2857142857142856,3.0,3.1071428571428568,0,True,2
423,2023,20.0,Hombre,2.0,,,,3,4,4,4,3,2,2,4,3,2,4,3,2,4,4,4,3,5,3,2,5,3,4,2,3,4,2,3,3.2857142857142856,3.857142857142857,3.571428571428572,2.2857142857142856,3.25,0,True,1
424,2023,19.0,Mujer,2.0,,,,3,3,3,4,3,4,4,3,3,3,4,3,5,3,4,4,3,4,3,3,3,4,4,3,2,3,2,1,3.4285714285714284,2.857142857142857,3.4285714285714284,3.2857142857142856,3.25,0,True,2
425,2023,18.0,Hombre,5.0,,,,3,3,4,4,3,3,3,3,3,3,2,4,4,3,4,3,3,4,3,2,3,3,2,2,3,3,3,3,3.0,3.142857142857143,3.142857142857143,3.0,3.071428571428571,0,True,1
426,2023,21.0,NR,2.0,,,,1,1,5,2,2,2,4,4,2,3,5,5,1,3,3,1,1,4,4,1,3,2,4,1,5,1,1,3,2.571428571428572,4.0,2.142857142857143,1.8571428571428568,2.642857142857143,0,True,1
427,2023,18.0,Mujer,3.0,,,,4,4,5,4,3,4,3,4,4,2,4,3,4,4,4,3,4,4,3,3,4,5,3,2,3,3,2,4,3.142857142857143,4.0,4.0,3.0,3.5357142857142856,0,True,2
428,2023,18.0,Mujer,1.0,,,,4,5,3,5,2,1,3,4,3,3,4,4,2,5,3,3,5,5,2,4,4,3,3,1,4,2,1,5,3.0,3.857142857142857,4.285714285714286,2.142857142857143,3.321428571428571,0,True,1
429,2023,19.0,Hombre,3.0,,,,3,2,2,2,1,4,2,2,3,2,2,4,1,3,1,4,3,3,2,2,3,2,4,3,1,5,2,2,3.2857142857142856,1.8571428571428568,2.4285714285714284,2.4285714285714284,2.5,0,True,1
430,2023,18.0,Hombre,2.0,,,,3,3,3,3,2,3,4,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,4,3,3,3,2.7142857142857144,3.0,2.857142857142857,2.857142857142857,2.857142857142857,0,True,1
431,2023,18.0,Hombre,3.0,,,,5,3,5,3,3,4,1,5,1,5,3,4,2,3,1,3,5,2,1,1,4,5,1,2,1,2,2,3,2.7142857142857144,3.142857142857143,2.571428571428572,3.0,2.857142857142857,0,True,1
432,2023,19.0,Hombre,1.0,,,,5,4,2,4,2,2,4,4,4,4,3,3,2,2,3,4,3,2,2,3,4,4,4,3,2,2,2,3,3.4285714285714284,3.0,3.2857142857142856,2.571428571428572,3.071428571428572,0,True,1
433,2023,19.0,Hombre,1.0,,,,2,3,5,3,2,2,3,4,4,1,2,4,4,2,2,1,2,4,3,1,2,1,2,2,2,1,1,2,2.142857142857143,2.7142857142857144,2.571428571428572,2.142857142857143,2.392857142857143,0,True,1
434,2023,18.0,Hombre,1.0,,,,2,3,4,4,2,3,5,3,2,1,3,5,4,3,4,1,4,4,4,3,2,3,2,3,2,1,1,1,2.571428571428572,2.7142857142857144,3.142857142857143,2.857142857142857,2.821428571428572,0,True,1
435,2023,18.0,Hombre,2.0,,,,2,2,3,3,2,2,3,4,3,3,4,1,2,2,3,3,2,4,3,2,4,4,4,1,3,1,1,3,2.2857142857142856,3.4285714285714284,2.857142857142857,2.0,2.642857142857143,0,True,1
436,2023,18.0,Mujer,2.0,,,,4,2,4,2,3,5,1,5,3,4,3,4,1,2,3,4,2,4,4,3,4,2,4,4,4,5,3,3,3.571428571428572,3.7142857142857135,2.571428571428572,3.2857142857142856,3.2857142857142856,0,True,1
437,2023,19.0,Hombre,2.0,,,,4,4,4,2,2,4,3,4,3,2,4,3,3,2,4,3,3,4,2,2,4,4,3,2,4,4,2,3,3.142857142857143,3.857142857142857,3.0,2.571428571428572,3.142857142857143,0,True,1
438,2023,19.0,Hombre,2.0,,,,2,2,4,3,3,1,3,3,2,1,4,4,2,3,5,2,4,4,3,2,3,2,2,3,2,3,2,1,2.7142857142857144,3.142857142857143,2.571428571428572,2.2857142857142856,2.678571428571429,0,True,1
439,2023,18.0,Hombre,1.0,,,,3,3,4,4,1,4,2,4,3,4,4,3,2,4,2,2,4,5,5,3,3,5,4,5,3,2,4,4,2.4285714285714284,3.4285714285714284,3.857142857142857,4.0,3.4285714285714284,0,True,2
440,2023,18.0,Hombre,3.0,,,,5,4,3,4,4,5,2,4,3,3,4,2,3,3,3,4,4,5,3,4,4,3,3,3,4,4,3,3,3.4285714285714284,3.571428571428572,3.7142857142857135,3.4285714285714284,3.535714285714286,0,True,2
441,2023,18.0,Mujer,1.0,,,,5,5,5,5,5,3,3,5,5,3,5,5,5,3,2,5,3,5,3,2,4,3,4,2,5,3,3,5,4.285714285714286,4.428571428571429,4.0,3.142857142857143,3.9642857142857135,0,True,2
442,2023,21.0,Hombre,2.0,,,,1,5,2,2,3,2,3,3,4,3,3,3,4,4,3,3,5,5,1,5,4,3,3,2,3,2,1,3,2.571428571428572,3.0,4.0,2.571428571428572,3.0357142857142856,0,True,1
443,2023,20.0,Hombre,1.0,,,,3,5,2,5,5,3,2,2,3,5,5,1,5,5,2,5,5,5,3,5,1,5,4,5,1,4,4,4,3.4285714285714284,2.4285714285714284,4.714285714285714,4.285714285714286,3.7142857142857135,0,True,2
444,2023,19.0,Mujer,1.0,,,,2,2,5,5,2,3,4,4,4,4,4,5,4,3,4,1,2,5,3,2,4,5,1,2,2,2,1,3,2.4285714285714284,3.7142857142857135,3.7142857142857135,2.7142857142857144,3.1428571428571432,0,True,1
445,2023,19.0,Hombre,3.0,,,,3,3,5,4,3,2,3,4,2,2,2,4,2,3,3,3,2,5,3,2,4,3,3,1,1,1,1,1,2.857142857142857,2.857142857142857,3.142857142857143,1.8571428571428568,2.678571428571429,0,True,1
446,2023,18.0,Hombre,1.0,,,,1,2,5,4,1,1,5,3,3,2,1,5,2,3,3,1,1,5,2,1,4,1,1,1,3,3,1,3,2.4285714285714284,3.142857142857143,2.7142857142857144,1.4285714285714286,2.4285714285714284,0,True,1
447,2023,18.0,Hombre,3.0,,,,5,4,4,4,3,2,4,4,4,2,4,3,1,3,4,4,4,5,2,2,5,4,4,1,3,3,1,4,3.7142857142857135,4.0,3.7142857142857135,1.8571428571428568,3.321428571428572,0,True,2
448,2023,19.0,Hombre,3.0,,,,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.142857142857143,3.0,3.0,3.0357142857142856,0,True,1
449,2023,19.0,Hombre,2.0,,,,4,3,4,3,2,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.142857142857143,2.857142857142857,3.2857142857142856,3.071428571428571,0,True,1
450,2023,20.0,Hombre,2.0,,,,3,2,4,3,3,2,2,4,3,1,4,4,2,3,2,1,2,4,2,2,4,1,4,1,3,2,1,3,2.7142857142857144,3.4285714285714284,2.571428571428572,1.5714285714285714,2.571428571428571,0,True,1
451,2023,18.0,Mujer,1.0,,,,5,5,3,5,5,1,3,4,1,5,2,5,1,1,1,5,1,4,1,5,1,3,5,1,1,5,1,1,4.714285714285714,1.8571428571428568,3.4285714285714284,1.5714285714285714,2.892857142857143,0,True,1
452,2023,21.0,Mujer,2.0,,,,4,3,5,5,5,4,4,4,4,3,4,4,5,5,3,5,3,5,3,2,4,5,5,2,3,4,1,3,4.428571428571429,3.7142857142857135,4.142857142857143,3.0,3.821428571428571,0,True,2
